normalized_name,company_ids,original_names,fair_count,fair_names,same_fair_overlap,scenario,confidence,recommendation,duplicate_relation_count,country_ids,phones,websites,emails
ege ev urunleri,5237|20754,EGE EV ÜRÜNLERİ A.Ş. | Ege Ev Ürünleri A.Ş.,2,HOST Istanbul Fuarı | Zuchex,False,A,REVIEW,Manual review suggested,0,1,2328537380,egeevurunleri.com.tr,info@egeevurunleri.com | info@egeevurunleri.com.tr
ege porselen,20757|34037,EGE PORSELEN SAN. VE TİC. A.Ş. | EGE PORSELEN,2,UNICERA İstanbul | Zuchex,False,A,REVIEW,Manual review suggested,0,1,02749991343 | 2742662556,egeporselen.com,info@egeporselen.com
egem grup organizasyon tanitim cocuk gerecleri,5002|5115,EGEM GRUP ORGANIZASYON TANITIM ÇOCUK GEREÇLERI SAN. VE TIC. LTD. STI. | EGEM GRUP ORGANIZASYON TANITIM ÇOCUK GEREÇLERI SAN. VE TIC. LTD. STI.,2,İstanbul Kırtasiye Ofis Fuarı | İstanbul Oyuncak Fuarı,False,A,REVIEW,Manual review suggested,0,1,31225547 | 3122554772,redcastle.com.tr,info@egemgrup.com | info@kirmizisato.com | leventcevik@egemgrup.com
ekin yayincilik,6169|30880,EKIN YAYINCILIK LTD.STI. | EKiN YAYİNCİLİK LTD.ŞTi.,2,Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı | İntermob,False,A,REVIEW,Manual review suggested,0,1,5324555617 | 902164862940,mobilyadergisi.com.tr,awfsvegas@lasvegas.com | info@ekinyayinevi.com | mehmet.oymak@ekinyayinevi.com
ekinler plastik kalip,5239|20760,EKİNLER PLASTİK VE KALIP SAN. TİC. LTD. ŞTİ. | EKİNLER PLASTİK VE KALIP SAN. TİC. LTD. ŞTİ. ,2,HOST Istanbul Fuarı | Zuchex,False,A,REVIEW,Manual review suggested,0,1,2126128020,ekinlerplastik.com,info@ekinlerplastik.com | muhasebe@elitkalip.com.tr
ekosinerji elektrik,1259|9067,EKOSİNERJİ ELEKTRİK SANAYİ VE TİCARET A.Ş. | Ekosinerji Elektrik San.ve Tic A.Ş.    ,2,EV Charge Show | ICCI - Enerji ve Çevre Fuarı,False,A,REVIEW,Manual review suggested,0,1,,,info@ekoselectric.com | yigit.akbas@ekosinerji.com.tr
ekoz kozmetik urunleri,13883|35318,EKOZ KOZMETİK ÜRÜNLERİ SAN. VE TİC. LTD. ŞTİ. | EKOZ KOZMETİK ÜRÜNLERİ SAN. TİC. LTD. ŞTİ.,2,Güzellik & Bakım İstanbul | IDEX İSTANBUL,False,A,REVIEW,Manual review suggested,0,1,,,cem.temuroglu@ekozkozmetik.com | info@clubveronique.com
elc aluminyum,2318|30535,ELC ALÜMINYUM SANAYI VE TICARET A.S. | ELC ALÜMİNYUM ,2,ALUEXPO | AVRASYA PENCERE FUARI,False,A,REVIEW,Manual review suggested,0,1,3525033350 | 903525033350,elcalu.com.tr,baku.office@elcalu.com.tr | elcaluminyum@hs04.kep.tr | info@elcalu.com.tr
electro zirve enerji bilisim dis,18026|31543,ELECTRO ZİRVE ENERJİ BİLİŞİM SANAYİ VE DIŞ TİC.LTD.ŞTİ. | ELECTRO ZİRVE ENERJİ BİLİŞİM SAN. VE DIŞ TİC. LTD.ŞTİ.,2,KARAVAN SHOW EURASIA | KARAVANİST İstanbul,False,A,REVIEW,Manual review suggested,0,1,5331321332 | 8503025051,electrozirve.com,info@electrozirve.com
elektrik haber,23191|24986,Elektrik Haber | ELEKTRİK HABER,2,Electricity Eurasia | Solar Storage,False,A,REVIEW,Manual review suggested,0,1,,elektrikhaber.com,fazlioglum@gmail.com | info@elektrikhaber.com
element,329|30537,ELEMENT | ELEMENT,2,ALUEXPO | ISK-SODEX,False,A,REVIEW,Manual review suggested,0,1,2125494950 | 905314232060,elementswitch.com,cem@elmnt.com.tr | element@elementswitch.com
elm kimya ith ihr,2535|25712,ELM KIMYA ITH. IHR. SAN. VE TIC. A.S. | ELM KİMYA İTH. İHR. SAN. VE TİC. A.Ş.,2,Plast Eurasia İstanbul | RePlast Eurasia,False,A,REVIEW,Manual review suggested,0,1,2243841194 | 5383561529,elmkimya.com,export@elmkimya.com | info@elmkimya.com
elsanat tasarim uretim tedarik ic dis,20766|26312,Elsanat Tasarım Üretim Tedarik İç ve Dış Tic. Ltd. Şti. | ELSANAT TASARIM ÜRETİM TEDARİK İÇ VE DIŞ TİCARET LTD.ŞTİ.,2,Hostech | Zuchex,False,A,REVIEW,Manual review suggested,0,1,02129510065 | 2129510065,elsanat.com.tr,bilgi@elsanat.com.tr
emaks prime kapi mobilya aksesuarlari,2237|6223,EMAKS PRIME KAPI VE MOBILYA AKSESUARLARI ITHALAT IHRACAT SANAYI VE TICARET LIMITED SIRKETI | EMAKS PRIME KAPI VE MOBILYA AKSESUARLARI ITHALAT IHRACAT SANAYI VE TICARET LIMITED SIRKETI,2,AVRASYA KAPI FUARI | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı,False,A,REVIEW,Manual review suggested,0,1,5494021200 | 902128682828,emaksprime.com,info@emaks.com.tr | info@emaksprime.com
emateks boya kimya tekstil ins,4713|7650,EMATEKS BOYA KİMYA TEKSTİL İNŞ. SAN. TİC. LTD. ŞTİ. | EMATEKS BOYA KİMYA TEKSTİL İNŞ. SAN. VE TİC. LTD. ŞTİ.,2,Texhibition İstanbul | Uluslararası İstanbul İplik Fuarı,False,A,REVIEW,Manual review suggested,0,1,2827581806 | 5335530362,emateks.com.tr,info@emateks.com.tr
emincelik elektrikli cihazlar,5245|20771,EMİNÇELİK ELEKTRİKLİ CİHAZLAR A.Ş. | EMİNÇELİK ELEKTRİKLİ CİHAZLAR A.Ş.,2,HOST Istanbul Fuarı | Zuchex,False,A,REVIEW,Manual review suggested,0,1,2164522023 | 2164522323,emincelik.com,bilgi@emincelik.com | info@emincelik.com
emko,304|34494,EMKO | EMKO,2,ISK-SODEX | Silmo İstanbul Optik Fuarı,False,A,REVIEW,Manual review suggested,0,1,2125122535 | 3722522540,emkoisi.com,bilgi@emkoisi.com | emko@emko.com.tr | info@emko.com.tr
emko elektronik,14304|32155,EMKO ELEKTRONİK | EMKO ELEKTRONİK SAN. TİC A. Ş.,2,Maktek Avrasya | WIN EURASIA,False,A,REVIEW,Manual review suggested,0,1,22426110,emkoelektronik.com.tr,ak-buz@hotmail.com | akteknik@ak-teknik.com.tr | bemak@bemakotomasyon.com | bilgi@cndendustri.com.tr | bilgi@pnosan.com | cagdas@cagdasltd.com.tr | elmas_elk@hotmail.com | elt@elterm.com | emko@emkoelektronik.com.tr | empielektrik@empielektrik.com.tr | endustriyelmarket@gmail.com | hisarelektrik@hisarelektrik.com.tr | iletisim@enelkomuhendislik.com.tr | info@acarelektrik.com.tr | info@anot.com.tr | info@avsotomasyon.com | info@ceylanotomasyon.com.tr | info@dolfinelektrik.com.tr | info@elektronltd.com.tr | info@elsiselektrik.com.tr | info@emkoelektronik.com.tr | info@maelektrik.com | info@makselkontrol.com | info@saltotomasyon.com | info@simtaselektrik.com | info@simtaselektrik.com.tr | info@tanel.com.tr | info@trakyaendustri.com.tr | info@uzmanelk.com | info@yildiz-teknik.com.tr | kirac@kiracelektrik.com.tr | markon@markon.com.tr | olimpiyat@olimpiyatotomasyon.com.tr | satis@baskalteknoloji.com.tr | satis@ersahanelektrik.com | siparis@emkoelektronik.com.tr
emlak konut asansor,29346|32252,EMLAK KONUT ASANSÖR | EMLAK KONUT ASANSÖR,2,A-TECH | Asansör İstanbul,False,A,REVIEW,Manual review suggested,0,1,,emlakkonutasansor.com,emlakkonut.asansor@hs01.kep.tr | info@emlakkonutasansor.com | info@emlakkonutasansor.com.tr
engin rezistans kablo,449|23463,ENGIN REZISTANS KABLO  | ENGIN REZISTANS KABLO SANAYI VE TICARET ANONIM SIRKETI,2,ISK-SODEX | Plast Eurasia İstanbul,False,A,REVIEW,Manual review suggested,0,1,2126715364,enginrezistans.com | enginrezistans.com.tr,info@enginrezistans.com.tr
enmot endustri makina servis,783|31556,ENMOT ENDÜSTRİ MAKİNA SERVİS SAN VE TİC.LTD.ŞTİ. | ENMOT ENDÜSTRİ MAKİNA SERVİS SANAYİ VE TİC. LTD. ŞTİ.,2,KARAVAN SHOW EURASIA | KARAVANİST İstanbul,False,A,REVIEW,Manual review suggested,0,1,2128768339 | 5532115015,swancaravan.com,bilgi@enmot.com | info@swancaravan.com
er el makina yedek parca iml,2544|18084,ER-EL MAKINA  YEDEK PARÇA IML. SAN. TIC. LTD. STI. | ER-EL MAKINA  YEDEK PARÇA IML SAN TIC LTD STI,2,Maktek Avrasya | Plast Eurasia İstanbul,False,A,REVIEW,Manual review suggested,0,1,2625021160 | 5324894823,er-el.com.tr,info@er-el.com.tr
erbey dokuma iplik,4692|19133,ERBEY DOKUMA İPLİK SAN. VE TİC. A.Ş | ERBEY DOKUMA İPLİK SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Texhibition İstanbul | Uluslararası İstanbul İplik Fuarı,False,A,REVIEW,Manual review suggested,0,1,3225500500,erbeyiplik.com.tr,info@atlasdenim.com.tr | info@erbeyiplik.com.tr
ercan plastik,10434|32572,ERCAN PLASTİK SAN. TİC. LTD. ŞTİ. | ERCAN PLASTİK SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Avrasya Ambalaj | IBAKTECH,False,A,REVIEW,Manual review suggested,0,1,905326425970,ercanplastik.com | export@ercanplastik.com,export@ercanplastik.com | info@ercanplastik.com
eren celik ahsap metal moble,3451|26318,EREN ÇELIK AHSAP VE METAL MÖBLE SAN.VE TIC.LTD.STI. | EREN ÇELİK AHŞAP VE METAL MÖBLE SAN.VE TİC.LTD.ŞTİ.,2,Hostech | KASTEXPO,False,A,REVIEW,Manual review suggested,0,1,02125634567 | 2125634567,rafturk.com.tr,info@rafturk.com.tr
eren egitici oyuncak kirtasiye,4988|5105,EREN EGITICI OYUNCAK KIRTASIYE A.S. | EREN EGITICI OYUNCAK KIRTASIYE A.S.,2,İstanbul Kırtasiye Ofis Fuarı | İstanbul Oyuncak Fuarı,False,A,REVIEW,Manual review suggested,0,1,2126591823 | 5335004584,erenkirtasiye.com.tr,info@erenkirtasiye.com.tr | info@erenoyuncak.com.tr | muratkucuk928@gmail.com
ergu makina laboratuvar test ekipmanlari,10630|22357,ERGÜ MAKINA LABORATUVAR TEST EKIPMANLARI SANAYI VE TICARET LIMITED SIRKETI | ERGÜ MAKİNA LABORATUVAR TEST EKİPMANLARI SAN.VE TİC.LTD.ŞTİ.,2,Kalite '25 | Kauçuk Avrasya Fuarı,False,A,REVIEW,Manual review suggested,0,1,3124735028 | 5012345678,ergu.com.tr,akinyasinkeskin@gmail.com | info@ergu.com.tr
ergunbas yapi,2202|11300,ERGÜNBAS YAPI SANAYI A.S. | ERGÜNBAŞ YAPI SAN. A.Ş.,2,AVRASYA KAPI FUARI | Yapı Fuarı İstanbul,False,A,REVIEW,Manual review suggested,0,1,,erdoor.com.tr | ergunbas.com,algeria@erdoor.com.tr | export1@erdoor.com.tr | info@erdoor.com.tr | marketing@erdoor.com.tr
erk muhendislik,29608|29771,ERK MÜHENDİSLİK | ERK MÜHENDİSLİK,2,Asansör İstanbul | WIN EURASIA,False,A,REVIEW,Manual review suggested,0,1,902122224060,trerk.com,info@trerk.com | siparis@tpmasansor.com
erkur makine imalat plastik ic dis,2548|32632,ERKUR MAKINE IMALAT PLASTIK IÇ VE DIS TIC. LTD. STI. | ERKUR MAKİNE İMALAT PLASTİK İÇ VE DİŞ TİC. LTD. ŞTİ.,2,Avrasya Ambalaj | Plast Eurasia İstanbul,False,A,REVIEW,Manual review suggested,0,1,2126550072 | 902126550072,erkur.com,info@erkur.com
erpa iletisim elektronik,11523|17176,ERPA İLETİŞİM VE ELEKTRONİK SAN. TİC. LTD. ŞTİ | Erpa iletişim Ve Elektronik San. Tic. Ltd. Şti,2,BusWorld | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2122935826,erpateknoloji.com,erpa@erpamonitor.com | info@erpateknoloji.com
erpaksam makina,21687|25969,ERPAKSAM MAKINA SAN. VE TIC. LTD. STI. | ERPAKSAM MAKİNA SAN. VE TİC. LTD. ŞTİ.,2,Avrasya Ambalaj | Foteg İstanbul,False,A,REVIEW,Manual review suggested,0,1,2127982622 | 53157343,erpaksam.com,erpaksam@gmail.com | info@erpaksam.com
eruslu saglik urun,21818|26994,ERUSLU SAGLIK ÜRÜN. SAN. VE TIC. A.S. | ERUSLU SAĞLIK ÜRÜN. SAN. VE TİC. A.Ş.,2,Avrasya Ambalaj | Expomed Eurasia - Medikal Fuarı,False,A,REVIEW,Manual review suggested,0,1,3423570200 | 3423570700,ecoplastfilm.com | eruslusaglik.com.tr,bilgi@eruslusaglik.com.tr | export@ecoplast-film.com | info@ecoplast-film.com
eryildiz mak,2552|31412,ERYILDIZ MAK. SAN. TIC. LTD. STI. | ERYİLDİZ MAK. SAN. TİC. LTD. ŞTİ.,2,Avrasya Ambalaj | Plast Eurasia İstanbul,False,A,REVIEW,Manual review suggested,0,1,2127982933 | 902127982933,eryildizmakina.com.tr | http:www.eryildizmakina.com.tr,info@eryildizmakina.com.tr
eurobano tekstil,1952|24134,EUROBANO TEKSTIL SAN. VE TIC. LTD. STI. | EUROBANO TEKSTİL SAN. VE TİC. LTD. ŞTİ.,2,CFE - Carpet and Flooring Expo | Uluslararası İstanbul İplik Fuarı,False,A,REVIEW,Manual review suggested,0,1,3423375522,eurobano.com.tr | eurobanohome.com,destek@eurobanohome.com | eurobano@hs02.kep.tr | info@eurobano.com.tr
evplas plastik,5259|20790,EVPLAS PLASTIK SAN. VE TIC. A.S. | EVPLAS PLASTİK SAN. VE TİC. A.Ş.,2,HOST Istanbul Fuarı | Zuchex,False,A,REVIEW,Manual review suggested,0,1,3425023311,evplasplastik.com,evplasplastik@gmail.com | info@evplasplastik.com
ezel mensucat,4840|19137,EZEL MENSUCAT SAN. VE TİC. A.Ş | EZEL MENSUCAT SAN.VE TİC.A.Ş.,2,Texhibition İstanbul | Uluslararası İstanbul İplik Fuarı,False,A,REVIEW,Manual review suggested,0,1,3442515200 | 3442515211,ezeltekstil.com,info@ezeltekstil.com | marketing@ezeltekstil.com
faf vana,168|25877,FAF VANA SANAYI | Faf Vana San. Tic. A.Ş.,2,IFAT Eurasia 2025 | ISK-SODEX,False,A,REVIEW,Manual review suggested,0,1,3122234757,fafvana.com.tr,ankara@fafvana.com.tr | export@fafvalve.com | fabrika@fafvana.com.tr | info@fafdokum.com.tr | info@fafvana.com.tr | istanbul@fafvana.com.tr | moscow@fafvalve.com
fairworld magazine,8196|32868,FAIRWORLD MAGAZINE | FAIRWORLD MAGAZINE,2,HOMETEX | Uluslararası İstanbul İplik Fuarı,False,A,REVIEW,Manual review suggested,0,1,5322542473,fairworldmagazine.com,fairworldgrafik@gmail.com | info@fairworldmagazine.com
fentes isi sistemleri,269|23323,FENTES ISI SISTEMLERI | FENTES ISI SISTEMLERI SAN. VE TIC. LTD. STI.,2,ISK-SODEX | MÜSİAD Expo Ticaret Fuarı,False,A,REVIEW,Manual review suggested,0,1,2125794174, www.fentes.com.tr | fentes.com.tr,bilgi@fentes.com.tr | info@fentes.com.tr | mustafasen@fentes.com.tr
fersan tekstil,19140|24123,FERSAN TEKSTİL SAN.VE TİC.LTD.ŞTİ. | FERSAN TEKSTİL TİC. VE SAN. LTD. ŞTİ.,2,Texhibition İstanbul | Uluslararası İstanbul İplik Fuarı,False,A,REVIEW,Manual review suggested,0,1,02128754313 | 2128754313,fersantekstil.com,fersan@fersantekstil.com | info@fersantekstil.com
ferudun kundura,6812|8774,FERUDUN KUNDURA SAN. TIC. LTD. STI. | FERUDUN KUNDURA SAN.TIC.LTD.STI.,2,AYMOD - Ayakkabı Moda Fuarı | IFCO - Hazır Giyim ve Moda Fuarı,False,A,REVIEW,Manual review suggested,0,1,2163659525,fertiniatelier.com | ferudunkundura.com,destek@fertini.com.tr | ferudunmuhasebe@gmail.com
firat plastik kaucuk,2278|33894,FIRAT PLASTIK KAUÇUK SAN VE TIC AS | Fırat Plastik Kauçuk San. ve Tic. A.Ş.,2,AVRASYA PENCERE FUARI | UNICERA İstanbul,False,A,REVIEW,Manual review suggested,0,1,0212866414102128664242 | 2128664141,firat.com | firatpen.com.tr,damusterihizmetleri@firat.com | export@firat.com | firat@firat.com | hr@firat.com | info@firat.com | info@firatpen.com.tr | musterihizmetleri@firat.com
floraplus dergisi,1624|22750,FLORAPLUS DERGİSİ | Floraplus Dergisi,2,Peyzaj İstanbul | Peyzaj İstanbul Fuarı,False,A,REVIEW,Manual review suggested,0,1,,,akgunduzirfan@gmail.com | floraplusdergisi@gmail.com | info@floraplus.net
fom grup aluminyum urunleri ic dis,2322|30555,FOM GRUP ALÜMINYUM ÜRÜNLERI IÇ VE DIS TIC LTD STI | FOM GRUP ALÜMİNYUM ÜRÜNLERİ İÇ VE DIŞ TİC LTD ŞTİ,2,ALUEXPO | AVRASYA PENCERE FUARI,False,A,REVIEW,Manual review suggested,0,1,2127777297 | 902127777297,fomturkiye.com,info@fomindustrie.com | info@fomturkiye.com
fora granit mermer ins dis,26329|30122,FORA GRANİT MERMER İNŞ.VE DIŞ.TİC.LTD.ŞTİ. | FORA GRANİT MERMER İNŞ. VE DIŞ TİC. LTD. ŞTİ.,2,Hostech | Zuchex,False,A,REVIEW,Manual review suggested,0,1,02166616525,foragranit.com | matforhome.com,info@foragranit.com
formel melamin plastik,5266|26330,FORMEL MELAMİN PLASTİK SANAYİ VE TİCARET  | FORMEL MELAMİN PLASTİK SAN. VE TİC. LTD. ŞTİ.,2,HOST Istanbul Fuarı | Hostech,False,A,REVIEW,Manual review suggested,0,1,02128894444 | 2125013444,formelmelamin.com,info@formelmelamin.com
former mak,2570|25713,FORMER MAK. SAN. VE TIC. A.S. | FORMER MAK. SAN. VE TİC. A.Ş.,2,Plast Eurasia İstanbul | RePlast Eurasia,False,A,REVIEW,Manual review suggested,0,1,21285420 | 2128542055,former.com.tr,info@former.com.tr
forpack ambalaj makinalari,18707|21842,FORPACK AMBALAJ MAKINALARI SANAYI TICARET LIMITED ŞIRKETI | FORPACK AMBALAJ MAKINALARI SAN. VE TIC. LTD. STI.,2,Avrasya Ambalaj | World Food İstanbul ,False,A,REVIEW,Manual review suggested,0,1,5332036396,forpackforming.com,info@forpackforming.com | sonkaya@sonkaya.com.tr
freshlife egemen plastik,20756|23705,FRESHLİFE (EGEMEN PLASTİK SAN. VE TİC. LTD. ŞTİ.) | FRESHLİFE (EGEMEN PLASTİK SAN. VE TİC. LTD. ŞTİ.),2,HOST Istanbul Fuarı | Zuchex,False,A,REVIEW,Manual review suggested,0,1,2126591587 | 902126591587,egemenplastik.com,info@egemenplastik.com
frumak makina danismanlik,25984|32639,FRUMAK MAKİNA SANAYİ VE DANIŞMANLIK TİCARET LTD. ŞTİ. | FRUMAK MAKİNA SANAYİ VE DANİŞMANLİK TİC LTD ŞTİ,2,Avrasya Ambalaj | Foteg İstanbul,False,A,REVIEW,Manual review suggested,0,1,2165262651 | 905262651,frumak.com.tr,info@frumak.com.tr
gampas ambalaj,20811|21846,GAMPAŞ AMBALAJ SAN. VE TİC. A.Ş.  | GAMPAS AMBALAJ SAN. VE TIC. A.S.,2,Avrasya Ambalaj | Zuchex,False,A,REVIEW,Manual review suggested,0,1,2124234020,gampas.net,gampas@gampas.net | info@gampas.net | sales@gampas.com | sales@gampas.net
gardenya plastik,23020|31511,GARDENYA PLASTİK SAN.VE TİC. LTD.ŞTİ. | GARDENYA PLASTİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,2,CFE - Carpet and Flooring Expo | İstanbul Hırdavat Fuarı,False,A,REVIEW,Manual review suggested,0,1,905432515550,gardenyaplastik.com.tr,info@gardenyaplastik.com.tr | sales@celikhortum.com.tr
gayret tekstil kimya,7559|27842,GAYRET TEKSTİL KİMYA TİC.VE SAN.LTD.ŞTİ. | GAYRET TEKSTİL KİMYA TİCARET VE SAN. LTD. ŞTİ.,2,IDEF | Texhibition İstanbul,False,A,REVIEW,Manual review suggested,0,1,,gayretkumas.com | gayrettekstil.com.tr,gayretkumas@gayretkumas.com | info@gayretkumas.com
gazel medya ozlem iseri,5447|5522,GAZEL MEDYA ÖZLEM ISERI | GAZEL MEDYA ÖZLEM ISERI,2,Bursa Kitap Fuarı | Çukurova Kitap Fuarı,False,A,REVIEW,Manual review suggested,0,1,5325573623 | 5525637560,pinuskitap.com,bilgi@pinuskitap.com | pinuskitap@gmail.com
gazi universitesi,23868|30573,Gazi Üniversitesi | GAZİ ÜNİVERSİTESİ,2,ALUEXPO | Atrax,False,A,REVIEW,Manual review suggested,0,1,5320662716 | 903122022000,,fgul@gazi.edu.tr | pinaryaprak@gazi.edu.tr
gecem aydinlatma,2874|17212,GECEM AYDINLATMA | GECEM AYDINLATMA SAN VE TİC. A.Ş.,2,A-TECH | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,2164873505,gecemlighting.com,info@gecem.com | info@gecemlighting.com
gencer otomotiv karasor beyaz esya,3456|31544,GENCER OTOMOTIV KARASÖR VE BEYAZ ESYA SAN.TIC.LTD.STI.  | GENCER OTOMOTİV KARASÖR VE BEYAZ EŞYA SANAYİ TİCARET LTD. ŞTİ.,2,KARAVANİST İstanbul | KASTEXPO,False,A,REVIEW,Manual review suggested,0,1,2165931570 | 5559922785,gencerkaravan.com | gencerkasa.com,info@gencerkaravan.com | info@gencerkasa.com | sosyalmedya@gencerkasa.com
general makina ic dis,2579|10633,GENERAL MAKINA SAN IÇ VE DIS TIC A.S. | GENERAL MAKINA SAN. IÇ VE DIS TIC. A.S.,2,Kauçuk Avrasya Fuarı | Plast Eurasia İstanbul,False,A,REVIEW,Manual review suggested,0,1,2126719718,generalmakina.com.tr | kaucukenjeksiyon.com,info@generalmakina.com.tr
gentas dekoratif yuzeyler,18208|23871,GENTAS DEKORATIF YÜZEYLER SAN. VE TIC.A.S. | Gentaş Dekoratif Yüzeyler San. Tic. A.Ş.,2,Atrax | İntermob,False,A,REVIEW,Manual review suggested,0,1,5309778024,gentas.com.tr,cemalo@gentas.com.tr | serkan@hamarad.com
gep kagit ambalaj,29881|32592,GEP KAĞIT AMBALAJ SAN.VE TİC.A.Ş. | GEP KAĞİT AMBALAJ SANAYİ VE TİCARET ANONİM ŞİRKETİ,2,Avrasya Ambalaj | PAPER EURASIA,False,A,REVIEW,Manual review suggested,0,1,02124411919,gepkagit.com.tr | gepplastik.com.tr,demet.guzeller@gepkagit.com.tr | export@gepkagit.com.tr | fahri.ak@gepkagit.com.tr | gep@gepplastik.com.tr | muhammet.keskin@gepkagit.com.tr | muhasebe@gepkagit.com.tr | nfo@gepkagit.com.tr
gmp plastik,5274|20832,GMP PLASTIK SANAYI TIC. LTD. STI. | GMP PLASTİK SANAYİ TİC. LTD. ŞTİ.,2,HOST Istanbul Fuarı | Zuchex,False,A,REVIEW,Manual review suggested,0,1,,greenmileplast.com,info@gmpplastik.com | info@greenmileplast.com
gocmaksan makina,12959|25448,GÖÇMAKSAN MAKINA SANAYI VE TICARET A.S. | GÖÇMAKSAN MAKİNA SANAYİ VE TİCARET A.Ş.,2,Fastener Expo Eurasia Fuarı | Hardware Eurasia - Avrasya Uluslararası Hırdavat Fuarı,False,A,REVIEW,Manual review suggested,0,1,3123542618,gocmaksan.com,gennadiy@gmsrusland.ru | info@gocmaksan.com
gokcek sifa laboratuvar,5812|14730,GÖKÇEK SIFA LABORATUVAR SAN. VE TIC. LTD. STI. | GÖKÇEK ŞİFA LABORATUVAR SAN VE TİC. LTD. ŞTİ,2,Beauty Eurasia | Expomed Eurasia - Medikal Fuarı,False,A,REVIEW,Manual review suggested,0,1,2126212165,gokcekmarket.com,info@gokcekmarket.com | siparis@gokceksifa.com.tr
gokhan boya,13130|18326,GÖKHAN BOYA SAN. VE TiC. LTD. ŞTi. | GÖKHAN BOYA SAN.VE TIC.LTD.STI.,2,Paintistanbul & TURKCOAT  | İntermob,False,A,REVIEW,Manual review suggested,0,1,,info@unluboya.com.tr,info@gokhanboya.com | info@unluboya.com.tr
goksan pompa,247|10988,GÖKSAN POMPA | GÖKSAN POMPA SANAYİ VE TİC. A.Ş.,2,ISK-SODEX | Maden Türkiye Uluslararası Madencilik Fuarı,False,A,REVIEW,Manual review suggested,0,1,2323767428,goksan.com.tr,info@goksan.com.tr | info@seppump.com
goktas mob mutfak ins ith ihr,2258|28777,GÖKTAS MOB.MUTFAK INS.ITH.IHR.SAN.VE TIC.LTD.STI. | GÖKTAŞ MOB.MUTFAK İNŞ.İTH.İHR.SAN.VE TİC.LTD.ŞTİ.,2,AVRASYA KAPI FUARI | İntermob,False,A,REVIEW,Manual review suggested,0,1,2322646064 | 902322646064,goktasmobilya.com.tr,merkez@goktasmobilya.com.tr
gps ascom makina,12819|23474,GPS ASCOM MAKİNA SAN. TİC.LTD. ŞTİ. | GPS ASCOM MAKINA SAN. TIC. LTD. STI.,2,Plast Eurasia İstanbul | İDMA İstanbul Fuarı,False,A,REVIEW,Manual review suggested,0,1,,i-molds.com.tr,info@gps-ascom.com.tr | info@i-molds.com.tr
gul plastik ith ihr,5279|20836,GÜL PLASTIK ITH. IHR. SAN. VE TIC. LTD. STI. | GÜL PLASTİK İTH. İHR. SAN. VE TİC. LTD. ŞTİ.,2,HOST Istanbul Fuarı | Zuchex,False,A,REVIEW,Manual review suggested,0,1,21265900,gulplastik.com | redrose.com.tr,export@gulplastik.com | export@gulplastik.com.tr | info@gulplastik.com
gulmer madencilik,2588|13135,GÜLMER MADENCİLİK SANAYİ VE TİCARET A.Ş. | GÜLMER MADENCiLiK SAN. VE TiC. A.Ş.,2,Paintistanbul & TURKCOAT  | Plast Eurasia İstanbul,False,A,REVIEW,Manual review suggested,0,1,2165046443,gulmercapricorn.com,info@gulmercapricorn.com | info@gulmermaden.com.tr
gultekstil dokuma iplik,4929|28817,GÜLTEKSTIL DOKUMA VE IPLIK TICARET VE SAN. A.S. | GÜLTEKSTİL DOKUMA VE İPLİK TİCARET VE SAN. A.Ş.,2,HOMETEX | Uluslararası İstanbul İplik Fuarı,False,A,REVIEW,Manual review suggested,0,1,2242612823,dcmtekstil.com.tr,batuhan@dcmtekstil.com.tr | info@gultekstil.com.tr
gundogdu karavan otomotiv,789|1092,GÜNDOĞDU KARAVAN OTOMOTİV SAN.TİC.A.Ş. | GÜNDOĞDU KARAVAN OTOMOTİV SAN.TİC.A.Ş.,2,KARAVAN SHOW EURASIA | TINY HOME SHOW,False,A,REVIEW,Manual review suggested,0,1,5325836953,,mahmut@gundogdukaravan.com | muhasebe@gundogdukaravan.com | yusuf@gundogdugroup.com
gunes katmer mad esya emaye,5280|20839,GÜNES KATMER MAD. ESYA EMAYE SAN. TIC. LTD. STI. | GÜNEŞ KATMER MAD. EŞYA EMAYE SAN. TİC. LTD. ŞTİ.,2,HOST Istanbul Fuarı | Zuchex,False,A,REVIEW,Manual review suggested,0,1,,guneskatmer.com,guneskatmer@hotmail.com | info@guneskatmer.com
gunes ra enerji servis hizmetleri,3164|33035,GÜNEŞ RA ENERJİ SERVİS HİZMETLERİ | Güneş Ra Enerji Servis Hizmetleri A.Ş,2,EIF | Enerjisini Üreten Fabrikalar Zirvesi ve Sergisi,False,A,REVIEW,Manual review suggested,0,1,2164170717,(850)8501090 | solarratech.com,info@solarratech.com
gurbag savunma teknoloji,17235|27889,GÜRBAĞ SAVUNMA VE TEKNOLOJİ SANAYİ TİCARET A.Ş. | GÜRBAĞ SAVUNMA VE TEKNOLOJİ SAN.TİC. A.Ş.,2,IDEF | Saha Expo,False,A,REVIEW,Manual review suggested,0,1,3333333312,gurbagsavunma.com,gurbagsavunma@gmail.com | info@gurbagsavunma.com
