normalized_name,company_ids,original_names,fair_count,fair_names,same_fair_overlap,scenario,confidence,recommendation,duplicate_relation_count,country_ids,phones,websites,emails
fimay isi,464|32302,FIMAY ISI | FİMAY ISI,1,ISK-SODEX,True,B,RISK,Manual review or relation dedupe,0,1,3622282280 | 903622282280,fimayisi.com,info@fimayisi.com
finezza home concept,8522|28983,FINEZZA HOME CONCEPT | FİNEZZA HOME CONCEPT,1,HOMETEX,True,B,RISK,Manual review or relation dedupe,0,1,,finezza.com.tr,muhasebe@finezza.com.tr
fit plastik ambalaj,2566|2567,FIT PLASTIK AMBALAJ SAN. TIC. LTD. STI. | FİT PLASTİK AMBALAJ SAN. TİC. LTD. ŞTİ.,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,2627514128,lungmengtr.com,info@fitplastik.com
fkk guney oto lastik takoz,10982|11151,FKK GÜNEY OTO LASTIK TAKOZ SAN. VE TIC. A.S. | FKK GÜNEY OTO LASTİK TAKOZ SAN. VE TİC. A.Ş.,1,Maden Türkiye Uluslararası Madencilik Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,,,info@fkk.com.tr
fujian dongnan piston ring manufacturing co,11666|27077,"FUJIAN DONGNAN PISTON RING MANUFACTURING CO.,LTD | FUJIAN DONGNAN PISTON RING MANUFACTURING CO., LTD.",1,Automechanika İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,,dnpr.com.cn,dnpr01@dnpr.com.cn | dnpr03@dnpr.com.cn | dnpr04@dnpr.com.cn | dnpr06@dnpr.com.cn | fwl03@qzfwl.com
gemon gida ic dis,20815|21223,Gemon Gıda İç ve Dış Sanayi Ticaret | GEMON GIDA İÇ VE DIŞ SAN. TİC. LTD. ŞTİ.,1,Zuchex,True,B,RISK,Manual review or relation dedupe,0,1,2127115555 | 2128542134,gemonltd.com,info@gemonltd.com | operasyon@gemonltd.com
genser muh mim ins,9288|9289,GENSER MÜH.MIM.INS.SAN.TIC.LTD.STI. | GENSER MÜH.MIM.INS.SAN.TIC.LTD.STI. ,1,SolarEx İstanbul Güneş Enerjisi & Teknolojileri Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,02163110100 | 5412315712,genoser.com | genser.com.tr,info@genoser.com | info@genser.com.tr
gent polimer kimya uretim,2580|2581,GENT POLIMER KIMYA ÜRETIM SANAYI VE TICARET A.S. | GENT POLİMER KİMYA ÜRETİM SANAYİ VE TİCARET A.Ş.,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,2627513371,gentpolymer.com.tr,info@gentpolymer.com.tr
groma gps yazilim mak otomasyon sis,9293|9294,GROMA GPS YAZILIM VE MAK.OTOMASYON SIS.A.S. | GROMA GPS YAZILIM VE MAK.OTOMASYON SIS.A.S. ,1,SolarEx İstanbul Güneş Enerjisi & Teknolojileri Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,2626788800,gosbteknopark.com | gromatechnology.com,info@gosbteknopark.com | info@groma.com.tr
guangzhou hessan woodworking machinery co,22262|22332,"GUANGZHOU HESSAN WOODWORKING MACHINERY CO., LTD. | GUANGZHOU HESSAN WOODWORKING MACHINERY CO., LTD.",1,WoodTech,True,B,RISK,Manual review or relation dedupe,0,1,,hessan-mc.com | sanhomt.com,info@hessan-mc.com | tuoke2007@gmail.com
gulseven hali,23627|31440,GÜLSEVEN HALI ANONİM ŞİRKETİ | GÜLSEVEN HALİ ANONİM ŞİRKETİ,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,908508504545,gulsevenhali.com.tr,bayram@gulsevenhali.com.tr | gulseven@gulsevenhali.com | gulseven@gulsevenhali.com.tr
gumus ev mobilya ev,4191|24397,GÜMÜS EV MOBILYA SAN. EV TIC.LTD.STI. | GÜMÜŞ EV MOBİLYA SAN. EV TİC.LTD.ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5324110123,gumusev.com | gumusev.com.tr,info@gumusev.com | mail@gumusev.com.tr
guney dis deposu,13940|29166,GÜNEY DİŞ DEPOSU TİC. VE SAN. A.Ş. | GÜNEY DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2164668383,guneydis.com,info@guneydis.com
gurle suni deri,8003|28808,GÜRLE SUNI DERI | GURLE SUNI DERI,1,HOMETEX,True,B,RISK,Manual review or relation dedupe,0,1,,gurlesunideri.com,ali.yilmaz@gurlesunideri.com
guven halicilik pazarlama,1892|31517,GÜVEN HALICILIK PAZARLAMA VE TICARET LIMITED SIRKETI | GÜVEN HALİCİLİK PAZARLAMA VE TİCARET LİMİTED ŞİRKETİ,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,905413873928,guvenhali.net,info@guvenhali.org | satis@guvenhali.org
haitai pls enj mak ith ihr,2591|31135,HAITAI PLS. ENJ. MAK. ITH. IHR. SAN. TIC. LTD. STI. | HAiTAi PLS. ENJ. MAK. İTH. İHR. SAN. TiC. LTD. ŞTi.,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,2125498527 | 902125498527,haitai.com.tr,info@haitai.com.tr
hansa flex hidrolik,11001|11154,HANSA-FLEX HIDROLIK SANAYI VE TICARET LTD. STI. | HANSA-FLEX HİDROLİK SANAYİ VE TİCARET LTD. STİ.,1,Maden Türkiye Uluslararası Madencilik Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,,,info@tr.hansa-flex.com
hayal life,8474|8475,HAYAL LIFE | HAYAL LIFE,1,HOMETEX,True,B,RISK,Manual review or relation dedupe,0,1,,mburc_tekstil@hotmail.com,mburc_tekstil@hotmail.com
hazal dis deposu,13948|29171,HAZAL DİŞ DEPOSU | HAZAL DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2324462451,hazaldental.com.tr,hazaldental@hotmail.com | info@hazaldental.com.tr
hd design hali tekstil ith ihr,1864|32455,HD DESIGN HALI VE TEKSTIL ITH IHR SAN VE TIC LTD STI | HD DESİGN HALİ VE TEKSTİL İTH İHR SAN VE TİC LTD ŞTİ,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,5305463939 | 905495652702,hdesign.com.tr,audits@hdesign.com.tr | info@hdesign.com.tr
huzuroglu yapi malz,4367|24384,HUZUROGLU YAPI MALZ. SAN. TIC. LTD. STI. | HUZUROĞLU YAPI MALZ. SAN. TİC. LTD. ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,3662127575,tumanna.com.tr,info@huzuroglu.com.tr | info@tumanna.com.tr
i mak reduktor,14320|29640,İ-MAK REDÜKTÖR | İ.MAK REDÜKTÖR,1,WIN EURASIA,True,B,RISK,Manual review or relation dedupe,0,1,902163782636,imakreduktor.com,i.mak@imakreduktor.com | imak@imakreduktor.com | info@imakreduktor.com
ideal memba sulari enerji mad tar ur pet,18771|30346,İDEAL MEMBA SULARI ENERJI MAD. TAR. ÜR. PET. SAN. VE TIC. A.Ş. | iDEAL MEMBA SULARI ENERJi MAD. TAR. ÜR. PET. SAN. VE TiC. A.Ş.,1,World Food İstanbul ,True,B,RISK,Manual review or relation dedupe,0,1,,,info@idealsu.com.tr
ideal pak otomatik ambalaj makinalari,21873|31348,IDEAL PAK OTOMATIK AMBALAJ MAKINALARI A.S. | İDEAL PAK OTOMATİK AMBALAJ MAKİNALARİ A.Ş.,1,Avrasya Ambalaj,True,B,RISK,Manual review or relation dedupe,0,1,2126713032 | 902126713032,idealser.com,info@idealser.com
idevit seramik,33598|34049,İdevit Seramik San. ve Tic. A.Ş. | iDEViT SERAMiK SAN. VE TiC. A.Ş.,1,UNICERA İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,0850502760002164234712 | 902164234712,idevit.com.tr,export@idevit.com.tr | info@idevit.com.tr | kalite@idevit.com.tr
ikiz bakalit boya kalip kimya metal,20864|20865,İKİZ BAKALİT BOYA KALIP KİMYA VE METAL SAN. A.Ş. | İkiz Bakalit Boya Kalıp Kimya ve Metal A.Ş.,1,Zuchex,True,B,RISK,Manual review or relation dedupe,0,1,2124850397,ikizas.com | ikizbakalit.com,info@ikizbakalit.com
ilhan mensucat,1965|23631,ILHAN MENSUCAT SANAYI TICARET LTD.STI | İLHAN MENSUCAT SANAYİ TİCARET LTD.ŞTİ,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,5324984645,ilhanmensucat.com,info@ilhanmensucat.com
ilkay dis deposu,13965|29180,İLKAY DİŞ DEPOSU SAN. TİC. LTD. ŞTİ. | İLKAY DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2125881614,ilkaydis.com,ilkay@ilkaydis.com
imam kayaliogullari otom,4781|4921,İMAM KAYALIOĞULLARI OTOM. VE TİC. SAN. A.Ş. | IMAM KAYALIOGULLARI OTOM. VE TIC. SAN. A.S.,1,Uluslararası İstanbul İplik Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,3423373686 | 530763473,,info@novafilament.com
imka iplik tekstil isletmeleri dis,4748|4934,İMKA İPLİK TEKSTİL İŞLETMELERİ SAN. VE DIŞ. TİC. A.Ş. | IMKA IPLIK TEKSTIL ISLETMELERI SAN. VE DIS. TIC. A.S.,1,Uluslararası İstanbul İplik Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,2124386572 | 2125777800 | 4444652,,info@imkaiplik.com
in ka kagitcilik kozmetik selcuk bilmis,4882|24321,IN-KA KAGITÇILIK VE KOZMETIK SELÇUK BILMIS | İN-KA KAĞITÇILIK VE KOZMETİK SELÇUK BİLMİŞ,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5365245340,inkakoku.com,info@inkakoku.com
incekara kuruyemis gida,18766|30804,INCEKARA KURUYEMIŞ GIDA SAN. TIC. LTD. ŞTI. | iNCEKARA KURUYEMiŞ GIDA SAN. TiC. LTD. ŞTi.,1,World Food İstanbul ,True,B,RISK,Manual review or relation dedupe,0,1,,,info@incekarakuruyemis.com.tr
inci aku,12566|29942,İNCİ AKÜ | İNCİ AKÜ,2,Automechanika İstanbul | KOMATEK,True,B,RISK,Manual review or relation dedupe,0,1,,incigsyuasa.com,info@incigsyuasa.com | kurumsaliletisim@inciaku.com
inegol ada koltuk,4049|24302,INEGÖL ADA KOLTUK SAN. VE TIC.LTD.STI. | İNEGÖL ADA KOLTUK SAN. VE TİC.LTD.ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,4444395,adaavantgarde.com,afyon@adaavantgarde.com | antalya@adaavantgarde.com | borcinc@hotmail.com | gaziantep@adaavantgarde.com | hatay@adaavantgarde.com | info@adaavantgarde.com | info@haremhome.com | istanbul@adaavantgarde.com | konya@adaavantgarde.com
inegol berkfa kenar bandi mobilya malzemeleri insaat,4530|24344,INEGÖL BERKFA KENAR BANDI MOBILYA MALZEMELERI INSAAT SAN. VE TIC.LTD.STI. | İNEGÖL BERKFA KENAR BANDI MOBİLYA MALZEMELERİ İNŞAAT SAN. VE TİC.LTD.ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5327463229,nclion.com.tr,info@nclion.com.tr | nclionconcept@gmail.com
inegol girisim mobilya tekstil insaat,4899|24383,INEGÖL GIRISIM MOBILYA TEKSTIL INSAAT SAN. VE TICARET LTD.STI. | İNEGÖL GİRİŞİM MOBİLYA TEKSTİL İNŞAAT SAN. VE TİCARET LTD.ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5342368469,tonza.com.tr,info@tonza.com.tr | magaza@tonza.com.tr | magaza@tonzafurniture.com
infam mobilya,4489|24319,INFAM MOBILYA SANAYI VE TICARET LTD.STI. | İNFAM MOBİLYA SANAYİ VE TİCARET LTD.ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5332403439,infammobilya.com,info@infammobilya.com | muhasebe@infammobilya.com
infinity mobilya dis,3875|24320,INFINITY MOBILYA DIS TICARET LTD.STI. | İNFİNİTY MOBİLYA DIŞ TİCARET LTD.ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5320670623,infinity-group.com.tr,bilgi@infinity-group.com.tr | info@infinity-group.com.tr
inmob mobilya koltuk nak ins,4592|24407,INMOB MOBILYA KOLTUK NAK.INS.SAN.TIC.LTD.STI. | İNMOB MOBİLYA KOLTUK NAK.İNŞ.SAN.TİC.LTD.ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,2247185804,nell.com.tr,satis@nell.com.tr
ipek mekik hali teks,1967|23633,IPEK MEKIK HALI TEKS.SAN.VE TIC.A.S. | İPEK MEKİK HALI TEKS.SAN.VE TİC.A.Ş.,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,,,info@ipekcarpet.com
ipekce home kesimoglu,8341|8342,IPEKÇE HOME / KESIMOGLU | IPEKÇE HOME / KESIMOGLU,1,HOMETEX,True,B,RISK,Manual review or relation dedupe,0,1,,kesimoglu.com,info@kesimoglu.com
ipeks tekstil,4044|24323,IPEKS TEKSTIL SAN. VE TIC. A.S. | İPEKS TEKSTİL SAN. VE TİC. A.Ş.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5412610084,ipeks.com,import@ipeks.com | info@ipeks.com
ipekyolu dis deposu,13975|29183,İPEKYOLU DİŞ DEPOSU TİC. LTD .ŞTİ. | İPEKYOLU DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,5392576565,ipekyoludis.com,muhasebe@ipekyoludis.com
isbilir hali mobilya ev teks urun,2033|23638,ISBILIR HALI MOBILYA EV TEKS. ÜRÜN. SAN. VE TIC. LTD. STI. | İŞBİLİR HALI MOBİLYA EV TEKS. ÜRÜN. SAN. VE TİC. LTD. ŞTİ.,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,,,isbilir@isbilir.com.tr
iscan dis makina paz,21880|31349,ISCAN DIS TIC. MAKINA PAZ. LTD. STI. | İŞCAN DİŞ TİCARET MAKİNA PAZ LTD ŞTİ,1,Avrasya Ambalaj,True,B,RISK,Manual review or relation dedupe,0,1,2126999360 | 902126999360,iscanmakina.com,info@iscanmakina.com
isik elektronik,20618|20802,Işık Elektronik San. Tic. A.Ş. | IŞIK ELEKTRONİK SAN. VE TİC. A.Ş.,1,Zuchex,True,B,RISK,Manual review or relation dedupe,0,1,2122956560,amstrad.com.tr | fobem.com.tr,info@amstrad.com.tr | info@fobem.com.tr
isik kadife,8075|28853,ISIK KADIFE | IŞIK KADİFE,1,HOMETEX,True,B,RISK,Manual review or relation dedupe,0,1,,isikkadife.com,cahit@isikkadife.com | export@isikkadife.com
isik kadife testil,1968|23630,ISIK KADIFE VE TESTIL SAN.TIC.LTD.STI. | IŞIK KADİFE VE TESTİL SAN.TİC.LTD.ŞTİ.,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,,,info@isikkadife.com
isil mobilya,4491|24406,ISIL MOBILYA SANAYI VE TIC. LTD. STI. | İSİL MOBİLYA SANAYİ VE TİC. LTD. ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,2247185363,isilmobilya.com.tr,export@isilmobilya.com.tr | info@isilmobilya.com.tr | satis@isilmobilya.com.tr
iskemle agac urunleri mobilya tekstil ins tasimacilik,4216|24308,ISKEMLE AGAÇ ÜRÜNLERI MOBILYA TEKSTIL INS. TASIMACILIK SAN. VE TIC. LTD. STI. | İSKEMLE AĞAÇ ÜRÜNLERİ MOBİLYA TEKSTİL İNŞ. TAŞIMACILIK SAN. VE TİC. LTD. ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5462259493,iskemle.com.tr,export@iskemle.com.tr | info@iskemle.com.tr
islamoglu tekstil dokuma gida turizm,23635|31473,İSLAMOĞLU TEKSTİL DOKUMA GIDA SAN. VE TURİZM TİC. LTD. ŞTİ. | İSLAMOĞLU TEKSTİL DOKUMA GİDA SAN. VE TURİZM TİC. LTD. ŞTİ.,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,902125019055,islamoglutekstil.com.tr,info@islamoglutekstil.com.tr | islamoglukadife@gmail.com
isler madeni esya gida ins,3880|24305,ISLER MADENI ESYA GIDA VE INS. SAN. TIC. LTD. STI. | İŞLER MADENİ EŞYA GIDA VE İNŞ. SAN. TİC. LTD. ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5324926642,megasit.com.tr,bilgi@megasit.com.tr
isra global gida ic dis,18768|30427,ISRA GLOBAL GIDA IÇ VE DIŞ TIC. LTD. ŞTI. | iSRA GLOBAL GIDA iÇ VE DIŞ TiC. LTD. ŞTi.,1,World Food İstanbul ,True,B,RISK,Manual review or relation dedupe,0,1,,,info@israglobal.net | mesut@israglobal.net | useme@israglobal.net | yakup@israglobal.net
istanbul kazan,508|32305,ISTANBUL KAZAN | İSTANBUL KAZAN,1,ISK-SODEX,True,B,RISK,Manual review or relation dedupe,0,1,2165610749 | 902165610749,istanbulkazan.com.tr,bilgi@istanbulkazan.com.tr | info@istanbulkazan.com.tr
istanbul universitesi,25362|25364,İSTANBUL TİCARET ÜNİVERSİTESİ | İSTANBUL ÜNİVERSİTESİ,1,İstanbul Eğitim ve Kariyer Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,,,bilgi@ticaret.edu.tr | iubilgi@istanbul.edu.tr | kurumsaliletisim@istanbul.edu.tr
iza makina,2612|2790,İZA MAKİNA LTD. ŞTİ. | IZA MAKINA LTD. STI.,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,3646060622 | 5325666989,izamakina.com,info@izamakina.com | iza@izamakina.com
izowool,509|32353,IZOWOOL | İZOWOOL,1,ISK-SODEX,True,B,RISK,Manual review or relation dedupe,0,1,3128010500 | 903128010500,izowool.com.tr,info@izowool.com.tr | satis@izowool.com.tr
jmk tekstil,7714|19155,JMK TEKSTIL SANAYI VE TICARET ANONIM SIRKETI | JMK TEKSTİL SANAYI VE TICARET ANONIM SIRKETI,1,Texhibition İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,,jmk.com.tr,info@jmk.com.tr | nihal.tasci@jmk.com.tr
jp group,11849|11926,JP GROUP | JP GROUP A/S,1,Automechanika İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,,dp-groups.com | jpgroup.dk,einfo@jpgroup.dk | info@dp-groups.com | info@jpgroup.dk
kal der makina met pls imlt,2770|31188,KAL-DER MAKİNA MET. PLS. İMLT. SAN. TİC. LTD. ŞTİ. | KAL-DER MAKiNA MET. PLS. İMLT. SAN. TiC. LTD. ŞTi,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,5536734226 | 905303062628,kalendermakina.com,kalendermakinaa@gmail.com | kalendermakine@yahoo.com
kapimsan otomotiv,11934|27192,KAPİMSAN OTOMOTİV | KAPİMSAN OTOMOTIV,1,Automechanika İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,,kapimsan.com,info@kapimsan.com
karadeniz yapistiricilar end urun,18230|30217,KARADENIZ YAPISTIRICILAR VE END. ÜRÜN. SAN. TIC.LTD.STI. | KARADENiZ YAPİŞTİRİCİLAR VE END. ÜRÜN. SAN. TiC.LTD.ŞTi.,1,İntermob,True,B,RISK,Manual review or relation dedupe,0,1,,malzemelazim.com,info@malzemelazim.com
karna home,8650|8651,KARNA HOME | KARNA HOME,1,HOMETEX,True,B,RISK,Manual review or relation dedupe,0,1,,bilgetekstil.com.tr,serap@bilgetekstil.com.tr
karo metro seramik,33616|34014,Karo Metro Seramik Sanayi ve Ticaret Anonim Şirketi | KARO METRO SERAMiK SAN. VE TiC. A.Ş.,1,UNICERA İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,02283550077,karotr.com,info@karotr.com
kartal hali tekstil,1856|31501,KARTAL HALI TEKSTIL SAN. VE TIC. A.S. | KARTAL HALİ TEKSTİL SAN. VE TİC. A.Ş.,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,3423570100 | 903423570100,sanathali.com,info@european-warehouse.com | info@sanathali.com | merkez@sanathali.com
karyun hali tekstil,1880|32459,KARYÜN HALI TEKSTIL SAN. VE TIC. LTD. STI. | KARYÜN HALİ TEKSTİL SAN. VE TİC. LTD. ŞTİ.,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,905317825370,karyunhali.com.tr,info@karyunhali.com | muhasebe@karyun.com
kilikya salgam icecek,18802|30402,KILIKYA ŞALGAM IÇECEK SAN. VE TIC. A.Ş. | KiLiKYA ŞALGAM iÇECEK SAN. VE TiC. A.Ş.,1,World Food İstanbul ,True,B,RISK,Manual review or relation dedupe,0,1,,,kilikya@kilikya.com.tr | sefanas@sefanas.com.tr
kilimista dokuma,1978|23644,KILIMISTA DOKUMA SAN. VE TIC. LTD STI. | KİLİMİSTA DOKUMA SAN. VE TİC. LTD ŞTİ.,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,3423234050,kilimista.com,info@kilimista.com
kimflor kimya,2627|2628,KIMFLOR KIMYA SANAYI VE TICARET A.S. | KİMFLOR KİMYA SANAYİ VE TİCARET A.Ş.,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,23285366 | 2328539066,kimflor.com,info@kimflor.com
kimpas kimyevi mad paz,2630|2801,KİMPAŞ KİMYEVİ MAD. PAZ. TİC. VE SAN. A.Ş. | KIMPAS KIMYEVI MAD. PAZ. TIC. VE SAN. A.S.,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,2166882414 | 2627510080,kimpas.com.tr,info@kimpas.com.tr | ofis@kimpas.com.tr
kimyager kimya,2632|2633,KIMYAGER KIMYA SANAYI A.S. | KİMYAGER KİMYA SANAYİ A.Ş.,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,2128232929 | 5352063503,kimyager.com,info@kimyager.com
kiranda plastik kalip mak parc,2634|2635,KIRANDA PLASTIK KALIP VE MAK. PARÇ. SAN. TIC. LTD. STI. | KIRANDA PLASTİK KALIP VE MAK. PARÇ. SAN. TİC. LTD. ŞTİ.,1,Plast Eurasia İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,0212549087702125494566 | 2125494566,kiranda.com,info@kiranda.com.tr
kirkit rugs hali kilim dis,1979|23645,KIRKIT RUGS HALI KILIM SANAYI VE DIS TICARET LTD.STI. | KİRKİT RUGS HALI KİLİM SANAYİ VE DIŞ TİCARET LTD.ŞTİ.,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,,,info@kirkit-rugs.com
kitle koltuk somya mob orm urun day tuk mallari,4461|24411,KITLE KOLTUK SOMYA MOB.ORM.ÜRÜN DAY.TÜK.MALLARI SAN.TIC.LTD.STI. | KİTLE KOLTUK SOMYA MOB.ORM.ÜRÜN DAY.TÜK.MALLARI SAN.TİC.LTD.ŞTİ.,1,İstanbul Mobilya Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5325487252,arnovasofa.com,muhasebe@arnovasofa.com | siparis@arnovasofa.com
kolas motor,11943|29933,Kolaş Motor A.Ş | KOLAŞ MOTOR A.Ş.,1,Automechanika İstanbul,True,B,RISK,Manual review or relation dedupe,0,1,,gmw.net,info@gmw.net | info@kolas.com.tr
kontuvari turk,19049|30849,TICARET VE SANAYI KONTUVARI TÜRK A.Ş. | TiCARET VE SANAYi KONTUVARI TÜRK A.Ş.,1,World Food İstanbul ,True,B,RISK,Manual review or relation dedupe,0,1,,,info@kristalyaglari.com
kral dis deposu,14003|29195,KRAL DİŞ DEPOSU LTD.ŞTİ. | KRAL DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,3422311423,kraldis.com,destek@kraldis.com | info@kraldis.com | kraldisdeposumrk@hotmail.com
kristal dis deposu,14005|29197,KRİSTAL DİŞ DEPOSU | KRİSTAL DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,3523332444,kristaldis.com,info@kristaldisdeposu.com | kristal_dis@hotmail.com | serhatarg@hotmail.com
lider fuar stant hiz,18240|28794,LIDER FUAR STANT HIZ. SAN. TIC.LTD.STI. | LİDER FUAR STANT HİZ. SAN. TİC.LTD.ŞTİ.,1,İntermob,True,B,RISK,Manual review or relation dedupe,0,1,5342178343,doguskapak.com,info@doguskapak.com | siparis@doguskapak.com
life net medikal,5854|27004,LIFE NET MEDIKAL SAN. VE TIC. LTD. STI. | LİFE NET MEDİKAL SAN.VE TİC.LTD.ŞTİ,1,Expomed Eurasia - Medikal Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5354633136,lifenetmedikal.com,info@lifenetmedikal.com
loomx dokuma tekstil,1882|32428,LOOMX DOKUMA TEKSTIL SAN. TIC. A.S. | LOOMX DOKUMA TEKSTİL SAN. TİC. A.Ş.,1,CFE - Carpet and Flooring Expo,True,B,RISK,Manual review or relation dedupe,0,1,903423371100,loomx.com.tr,info@loomx.com.tr | info@loomxrug.com | muhasebe@loomxrug.com
mannas dis deposu,14021|29207,MANNAS DİŞ DEPOSU TİC. VE SAN. LTD. ŞTİ. | MANNAS DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2126357726,mannas.com.tr,info@mannas.com.tr
medikal olusum,5898|33235,MEDIKAL OLUSUM SAN. TIC. LTD. STI. | MEDİKAL OLUŞUM SAN. TİC.LTD.ŞTİ.,1,Expomed Eurasia - Medikal Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,3123952396,moslab.com,info@moslab.com
medikatek saglik urunleri hizm,5868|32060,MEDIKATEK SAGLIK ÜRÜNLERI VE HIZM. SAN. TIC. LTD. STI. | MEDİKATEK SAĞLIK ÜRÜNLERİ VE HİZM. SAN. TİC. LTD. ŞTİ.,1,Expomed Eurasia - Medikal Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,5078555433,medikatek.com,info@medikatek.com
medimed medikal teks sag malz,5869|32061,MEDIMED MEDIKAL TEKS. SAG. MALZ. SAN. VE TIC. LTD. STI. | MEDİMED MEDİKAL TEKS. SAĞ. MALZ. SAN. VE TİC. LTD. ŞTİ.,1,Expomed Eurasia - Medikal Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,2244431322,medimed.com.tr,export@medimed.com.tr | info@medimed.com.tr
medispo medikal teknik,5608|33199,MEDISPO MEDIKAL TEKNIK SAN. VE TIC. LTD. STI. | MEDİSPO MEDİKAL TEKNİK SAN. VE TİC. LTD. ŞTİ.,1,Expomed Eurasia - Medikal Fuarı,True,B,RISK,Manual review or relation dedupe,0,1,3123346339,medispo.com.tr,bilgi@medispo.com.tr
mega dis deposu,14042|29217,MEGA DİŞ DEPOSU | MEGA DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,2125360041,,megadisdeposu@gmail.com
melis dis deposu,14047|29220,MELİS DİŞ DEPOSU TİC. SAN. LTD. ŞTİ. | MELİS DİŞ DEPOSU,1,IDEX İSTANBUL,True,B,RISK,Manual review or relation dedupe,0,1,4322121940,melis-dis-deposu.business.site,melisdisdeposu@yahoo.com
